NumAnc	NumDer	AFRDerFreq	EURDerFreq	Counts
0	67	0.44	0.73	1
62	0	0.28	0.5	1
38	0	0.07	0.01	1
47	1	0.13	0.12	1
34	0	0.22	0.28	1
55	0	0.36	0.05	1
48	0	0.04	0.06	1
49	0	0.08	0.07	1
46	0	0.07	0.06	1
52	1	0.8	0.93	1
53	0	0.11	0.12	1
58	1	0.06	0.68	1
63	2	0.05	0.15	1
50	0	0.55	0.33	1
38	1	0.41	0.37	1
43	1	0.43	0.15	1
45	1	0.01	0.02	1
29	0	0.25	0.31	1
0	44	0.01	0.04	1
37	0	0.01	0.14	1
0	47	0.7	0.97	1
35	0	0.04	0.39	1
43	0	0.63	0.93	1
38	0	0.35	0.13	1
47	0	0.43	0.31	1
64	0	0.21	0.75	1
54	0	0.02	0.12	1
0	46	0.64	0.17	1
47	0	0.01	0.08	1
45	0	0.16	0.16	1
64	0	0.03	0.03	1
40	0	0.13	0.04	1
45	1	0.1	0.03	1
33	0	0.01	0.18	1
52	0	0.02	0.03	1
0	47	0.63	0.92	1
54	0	0.27	0.13	1
61	1	0.58	0.74	1
58	0	0.25	0.03	1
43	0	0.24	0.3	1
56	0	0.05	0.15	1
38	1	0.36	0.17	1
2	56	0.68	0.3	1
39	1	0.42	0.08	1
39	0	0.1	0.29	1
44	0	0.05	0.22	1
0	45	0.3	0.4	1
43	0	0.63	0.93	1
48	0	0.26	0.35	1
50	1	0.89	0.6	1
37	0	0.03	0.05	1
62	0	0.23	0.03	1
65	1	0.3	0.26	1
42	1	0.27	0.7	1
33	0	0.41	0.16	1
59	0	0.15	0.02	1
31	0	0.25	0.35	1
0	39	0.79	0.83	1
32	0	0.6	0.8	1
42	0	0.13	0.26	1
58	0	0.49	0.35	1
56	0	0.35	0.51	1
85	0	0.01	0.03	1
1	73	0.84	0.44	1
31	0	0.11	0.35	1
62	0	0.1	0.46	1
39	0	0.12	0.11	1
46	0	0.05	0.04	1
0	54	0.62	0.9	1
38	0	0.27	0.44	1
46	0	0.14	0.77	1
49	0	0.34	0.05	1
50	0	0.03	0.18	1
39	0	0.1	0.06	1
36	1	0.15	0.16	1
53	0	0.1	0.07	1
41	0	0.29	0.4	1
35	1	0.06	0.2	1
41	2	0.26	0.02	1
35	0	0.01	0.02	1
50	1	0.17	0.11	1
0	54	0.64	0.53	1
51	0	0.22	0.37	1
40	0	0.09	0.05	1
56	0	0.22	0.15	1
0	48	0.02	0.01	1
58	0	0.03	0.02	1
50	0	0.01	0.1	1
59	0	0.32	0.22	1
60	0	0.13	0.1	1
56	0	0.04	0.12	1
38	0	0.21	0.14	1
43	1	0.48	0.35	1
52	0	0.07	0.03	1
50	0	0.41	0.49	1
2	46	0.05	0.06	1
62	0	0.39	0.54	1
60	0	0.29	0.28	1
0	55	0.1	0.17	1
42	0	0.01	0.02	2
0	48	0.14	0.12	1
31	0	0.1	0.09	1
57	0	0.15	0.04	1
32	0	0.03	0.02	1
48	0	0.53	0.52	1
0	68	0.38	0.48	1
39	0	0.11	0.03	1
36	0	0.13	0.05	1
50	1	0.58	0.35	1
45	2	0.44	0.75	1
60	0	0.19	0.04	1
45	0	0.27	0.02	1
37	0	0.35	0.54	1
0	41	0.83	0.4	1
54	0	0.07	0.04	1
34	0	0.03	0.13	1
0	47	0.65	0.83	1
0	53	0.22	0.15	1
32	0	0.06	0.66	1
41	0	0.06	0.05	1
68	0	0.04	0.19	1
37	0	0.01	0.07	1
0	57	0.93	0.97	1
36	1	0.11	0.3	1
45	0	0.18	0.07	1
54	0	0.49	0.02	1
33	0	0.39	0.72	1
35	1	0.42	0.84	1
53	2	0.01	0.1	1
41	0	0.22	0.06	1
28	0	0.45	0.41	1
64	0	0.02	0.06	1
31	0	0.14	0.25	1
50	1	0.04	0.13	1
54	0	0.02	0.25	1
0	42	0.27	0.17	1
65	0	0.63	0.76	1
1	29	0.53	0.54	1
52	0	0.24	0.5	1
45	0	0.03	0.33	1
53	0	0.42	0.53	1
31	0	0.23	0.18	1
39	0	0.06	0.05	1
0	32	0.66	0.31	1
49	0	0.31	0.22	1
39	0	0.26	0.03	1
55	1	0.81	0.7	1
0	48	0.93	0.94	1
48	1	0.12	0.11	1
32	0	0.51	0.45	1
52	1	0.02	0.16	1
44	1	0.72	0.85	1
0	34	0.01	0.13	1
28	0	0.06	0.07	1
1	74	0.19	0.59	1
60	0	0.25	0.48	1
43	0	0.03	0.18	1
33	1	0.01	0.1	1
0	63	0.28	0.77	1
35	0	0.05	0.04	1
1	41	0.47	0.33	1
51	0	0.39	0.01	1
54	0	0.46	0.7	1
0	58	0.79	0.83	1
54	0	0.28	0.4	1
55	1	0.13	0.45	1
41	0	0.04	0.15	1
57	0	0.5	0.49	1
42	0	0.05	0.5	1
51	0	0.08	0.66	1
44	0	0.11	0.04	1
47	0	0.11	0.23	1
0	44	0.52	0.66	1
32	0	0.49	0.89	1
51	0	0.08	0.03	1
75	0	0.05	0.09	1
58	0	0.14	0.32	1
50	1	0.46	0.87	1
33	0	0.13	0.34	1
29	25	0.99	0.89	1
0	41	0.4	0.01	1
44	2	0.04	0.51	1
26	1	0.5	0.44	1
1	30	0.68	0.94	1
41	0	0.07	0.02	1
48	0	0.37	0.07	1
52	0	0.17	0.01	1
40	0	0.1	0.28	1
51	0	0.48	0.75	1
46	0	0.21	0.75	1
0	37	0.76	0.89	1
48	0	0.14	0.4	1
0	56	0.6	0.91	1
39	0	0.06	0.2	1
45	1	0.36	0.25	1
41	0	0.23	0.08	1
49	0	0.02	0.15	2
56	0	0.01	0.03	1
36	3	0.46	0.62	1
63	1	0.04	0.1	1
41	1	0.48	0.73	1
37	0	0.98	0.98	1
45	0	0.27	0.08	1
39	2	0.2	0.44	1
1	38	0.01	0.07	1
57	0	0.53	0.71	1
51	1	0.31	0.17	1
44	0	0.1	0.23	1
0	59	0.02	0.2	1
54	0	0.09	0.03	1
41	0	0.05	0.03	1
0	70	0.89	0.99	1
51	0	0.13	0.02	1
46	1	0.21	0.26	1
0	54	0.07	0.11	1
59	0	0.38	0.14	1
49	0	0.15	0.09	1
0	40	0.25	0.47	1
40	0	0.2	0.14	1
0	47	0.83	0.49	1
52	1	0.17	0.04	2
52	0	0.02	0.01	1
44	1	0.19	0.23	1
42	0	0.06	0.26	1
49	1	0.26	0.62	1
43	1	0.27	0.3	1
23	0	0.69	0.38	1
37	0	0.12	0.26	1
43	0	0.61	0.31	1
41	0	0.14	0.3	1
0	44	0.49	0.43	1
43	0	0.32	0.12	1
72	0	0.11	0.07	1
61	1	0.51	0.52	1
37	0	0.26	0.28	1
22	25	0.12	0.13	1
1	67	0.02	0.02	1
47	1	0.57	0.22	1
0	32	0.58	0.75	1
31	0	0.25	0.19	1
0	63	0.77	0.46	1
39	0	0.23	0.37	1
45	0	0.27	0.46	1
0	48	0.33	0.58	1
54	0	0.01	0.01	1
43	0	0.01	0.06	1
44	0	0.16	0.28	1
0	53	0.83	0.89	1
47	1	0.43	0.9	1
28	1	0.39	0.54	1
48	1	0.02	0.25	1
46	0	0.06	0.04	1
50	0	0.36	0.16	1
61	3	0.04	0.43	1
39	0	0.21	0.29	1
32	1	0.09	0.13	1
53	0	0.04	0.2	1
55	0	0.62	0.66	1
62	1	0.2	0.52	1
32	0	0.11	0.11	1
44	0	0.22	0.03	1
38	0	0.04	0.18	1
30	0	0.04	0.03	1
0	36	0.19	0.24	1
41	0	0.02	0.36	1
34	0	0.67	0.75	1
51	1	0.44	0.13	1
47	0	0.33	0.06	1
17	18	0.85	0.99	1
0	48	0.14	0.11	1
0	39	0.91	0.99	1
56	0	0.26	0.21	1
44	0	0.06	0.31	1
38	0	0.23	0.2	1
46	0	0.28	0.87	1
46	1	0.83	0.98	1
37	1	0.03	0.09	1
56	1	0.2	0.47	1
61	1	0.11	0.21	1
69	0	0.57	0.88	1
1	52	0.04	0.06	1
34	0	0.96	0.94	1
52	2	0.14	0.52	1
0	69	0.88	0.96	1
32	0	0.03	0.18	1
54	0	0.44	0.22	1
37	0	0.45	0.48	1
53	0	0.33	0.21	1
52	0	0.87	0.68	1
52	1	0.11	0.04	1
67	3	0.41	0.86	1
0	40	0.65	0.8	1
0	56	0.31	0.72	1
0	36	0.35	0.59	1
9	40	0.36	0.25	1
62	1	0.36	0.17	1
40	0	0.34	0.22	1
0	56	0.91	0.87	1
1	46	0.3	0.26	1
38	0	0.11	0.46	1
47	0	0.22	0.31	1
0	73	0.81	0.66	1
56	0	0.07	0.45	1
38	0	0.01	0.17	1
35	2	0.21	0.52	1
47	0	0.11	0.31	1
37	0	0.12	0.3	1
46	0	0.16	0.25	1
46	2	0.06	0.57	1
43	2	0.03	0.24	1
0	62	0.01	0.2	1
60	0	0.83	0.91	1
39	1	0.03	0.2	1
59	0	0.66	0.58	1
56	0	0.29	0.09	1
55	1	0.09	0.23	1
0	39	0.81	0.93	1
0	30	0.82	0.91	1
0	30	0.99	0.86	1
52	0	0.06	0.16	1
50	0	0.13	0.39	1
49	0	0.31	0.12	1
0	56	0.3	0.05	1
0	35	0.69	0.75	1
40	0	0.03	0.51	1
41	0	0.08	0.01	1
47	1	0.04	0.05	1
1	30	0.01	0.22	1
40	1	0.08	0.01	1
44	0	0.05	0.11	1
45	0	0.18	0.01	1
45	0	0.11	0.02	1
46	1	0.01	0.18	1
0	36	0.54	0.56	1
42	0	0.8	0.44	1
50	0	0.22	0.1	1
60	0	0.14	0.13	1
50	1	0.19	0.28	1
58	0	0.45	0.34	1
43	1	0.45	0.44	1
44	0	0.11	0.11	1
45	0	0.07	0.24	1
0	55	0.83	0.83	1
0	64	0.72	0.76	1
43	1	0.99	0.8	1
27	0	0.03	0.09	1
43	0	0.08	0.09	1
55	0	0.07	0.02	1
48	0	0.3	0.16	1
43	0	0.12	0.19	1
40	0	0.35	0.3	1
46	2	0.02	0.09	1
46	0	0.27	0.03	1
33	0	0.83	0.95	1
46	0	0.91	0.74	1
41	0	0.04	0.08	1
49	0	0.05	0.02	1
57	0	0.91	0.67	1
41	0	0.24	0.12	1
5	73	0.71	0.81	1
0	58	0.39	0.53	1
0	51	0.78	0.56	1
45	0	0.07	0.25	1
41	0	0.35	0.08	1
55	0	0.19	0.13	1
58	0	0.84	0.41	1
32	1	0.11	0.23	1
55	3	0.09	0.01	1
0	38	0.82	0.2	1
57	0	0.08	0.13	1
38	0	0.49	0.57	1
34	0	0.04	0.02	1
43	1	0.09	0.25	1
34	3	0.95	0.51	1
48	0	0.23	0.35	1
39	0	0.54	0.43	1
47	0	0.28	0.02	1
0	53	0.28	0.04	1
0	78	0.79	0.78	1
47	0	0.25	0.32	1
0	47	0.22	0.83	1
33	0	0.01	0.08	1
45	0	0.26	0.3	1
38	0	0.25	0.04	1
45	1	0.03	0.15	1
1	23	0.51	0.11	1
65	0	0.01	0.09	1
35	0	0.13	0.06	1
58	0	0.17	0.06	1
51	0	0.31	0.29	1
28	0	0.28	0.2	1
0	84	0.24	0.14	1
62	0	0.26	0.18	1
0	55	0.54	0.41	1
53	0	0.25	0.16	1
42	1	0.83	0.9	1
76	1	0.24	0.44	1
39	0	0.85	0.9	1
47	0	0.15	0.15	1
48	0	0.19	0.55	1
56	1	0.02	0.02	1
1	32	0.58	0.56	1
40	0	0.09	0.1	1
29	0	0.11	0.16	1
64	0	0.11	0.18	1
41	0	0.37	0.13	1
0	35	0.67	0.61	1
24	2	0.84	0.79	1
45	1	0.05	0.5	1
42	0	0.01	0.17	1
19	21	0.18	0.62	1
48	0	0.07	0.17	1
61	1	0.33	0.25	1
44	0	0.01	0.09	1
52	0	0.22	0.34	1
36	1	0.14	0.35	1
34	0	0.38	0.17	1
50	1	0.21	0.35	1
48	0	0.22	0.01	1
73	0	0.07	0.03	1
45	0	0.34	0.01	1
40	0	0.21	0.43	1
47	1	0.12	0.11	1
37	0	0.11	0.05	1
70	2	0.43	0.91	1
41	0	0.35	0.4	1
44	0	0.25	0.04	1
0	60	0.5	0.43	1
65	0	0.01	0.01	1
39	0	0.17	0.01	1
52	1	0.03	0.28	1
50	0	0.04	0.32	1
46	0	0.16	0.01	1
0	50	0.44	0.55	1
44	0	0.04	0.09	1
44	3	0.03	0.09	1
41	0	0.24	0.21	1
26	0	0.01	0.03	1
30	2	0.14	0.22	1
39	0	0.04	0.09	1
2	46	0.57	0.49	1
31	0	0.01	0.12	1
45	0	0.01	0.04	1
47	1	0.06	0.18	1
28	36	0.37	0.33	1
35	1	0.65	0.23	1
56	0	0.17	0.25	1
20	0	0.02	0.12	1
0	53	0.08	0.25	1
71	0	0.01	0.04	1
1	50	0.3	0.53	1
47	0	0.08	0.27	1
34	0	0.09	0.01	1
42	0	0.15	0.43	1
0	42	0.82	0.9	1
1	53	0.01	0.01	1
65	0	0.07	0.02	1
42	0	0.37	0.74	1
33	0	0.16	0.37	1
35	0	0.35	0.12	1
41	0	0.66	0.98	1
0	39	0.43	0.28	1
44	0	0.35	0.07	1
1	57	0.04	0.02	2
0	33	0.45	0.62	1
0	36	0.22	0.03	1
54	0	0.06	0.07	1
47	0	0.08	0.12	1
59	0	0.11	0.26	1
32	0	0.12	0.23	1
40	0	0.93	0.98	1
0	55	0.74	0.45	1
48	0	0.09	0.22	1
45	0	0.01	0.04	1
52	1	0.83	0.81	1
50	0	0.43	0.34	1
0	40	0.01	0.07	1
51	0	0.09	0.03	1
50	0	0.05	0.1	1
0	56	0.97	0.94	1
0	41	0.41	0.49	1
52	1	0.5	0.85	1
49	0	0.44	0.95	1
43	0	0.18	0.74	1
31	1	0.06	0.1	1
30	0	0.22	0.02	1
51	1	0.34	0.24	1
67	0	0.23	0.32	1
38	0	0.13	0.09	1
40	0	0.03	0.43	1
50	0	0.16	0.15	1
55	0	0.83	0.69	1
44	0	0.35	0.51	1
43	0	0.09	0.06	1
0	37	0.48	0.14	1
1	58	0.36	0.16	1
41	0	0.08	0.29	1
42	0	0.02	0.07	1
36	0	0.53	0.67	1
41	0	0.15	0.32	1
43	0	0.15	0.08	1
33	0	0.94	0.99	1
42	0	0.04	0.07	1
0	33	0.73	0.97	1
0	40	0.06	0.06	1
0	54	0.17	0.63	1
36	0	0.14	0.19	1
53	1	0.45	0.75	1
61	0	0.55	0.79	1
59	2	0.04	0.03	1
46	0	0.36	0.86	1
55	0	0.64	0.18	1
39	0	0.34	0.46	1
37	0	0.07	0.06	2
56	0	0.03	0.18	1
45	2	0.01	0.12	1
34	0	0.32	0.35	1
33	0	0.21	0.02	1
36	0	0.08	0.38	2
35	0	0.01	0.18	1
65	0	0.1	0.06	1
42	0	0.23	0.49	1
60	0	0.23	0.36	1
37	1	0.06	0.12	1
63	0	0.1	0.23	1
36	0	0.4	0.86	2
58	1	0.08	0.73	1
31	0	0.04	0.3	1
57	1	0.5	0.69	1
0	35	0.14	0.07	1
62	0	0.03	0.27	1
42	0	0.02	0.17	1
53	2	0.32	0.1	1
0	49	0.46	0.55	1
38	1	0.37	0.61	1
49	0	0.23	0.54	1
54	1	0.47	0.51	1
56	0	0.06	0.01	1
36	2	0.09	0.07	1
64	1	0.04	0.04	1
36	1	0.47	0.57	1
41	0	0.54	0.67	1
42	1	0.52	0.32	1
47	0	0.08	0.21	1
52	0	0.47	0.31	1
64	0	0.32	0.1	1
39	0	0.21	0.15	1
0	58	0.33	0.23	1
1	42	0.33	0.03	1
44	0	0.05	0.17	1
33	0	0.02	0.04	1
0	44	0.14	0.02	1
51	1	0.36	0.3	1
0	32	0.09	0.06	1
48	1	0.01	0.13	1
32	1	0.36	0.17	1
0	55	0.27	0.66	1
43	0	0.02	0.32	1
63	0	0.26	0.01	1
0	47	0.35	0.33	2
41	0	0.25	0.08	1
0	44	0.66	0.48	1
37	0	0.03	0.12	1
30	0	0.5	0.77	1
27	0	0.01	0.16	1
63	0	0.27	0.17	1
57	1	0.54	0.35	1
38	4	0.25	0.38	1
0	53	0.79	0.81	1
60	0	0.06	0.01	1
48	1	0.14	0.1	1
44	0	0.16	0.67	1
3	60	0.76	0.46	1
34	0	0.09	0.3	1
0	51	0.86	0.93	1
40	0	0.38	0.54	1
57	3	0.59	0.78	1
41	0	0.05	0.26	1
62	0	0.42	0.35	1
32	0	0.24	0.35	1
42	0	0.13	0.1	1
31	0	0.05	0.11	1
56	0	0.07	0.27	1
40	1	0.42	0.43	1
60	0	0.09	0.05	1
33	0	0.43	0.85	1
1	54	0.21	0.28	1
0	55	0.09	0.02	1
1	59	0.02	0.05	1
33	0	0.54	0.67	1
1	64	0.35	0.03	1
45	0	0.14	0.06	1
31	0	0.41	0.67	1
32	0	0.05	0.23	1
34	3	0.2	0.01	1
51	0	0.36	0.85	1
0	47	0.21	0.08	1
60	1	0.05	0.04	1
29	1	0.23	0.17	1
0	44	0.55	0.14	1
41	0	0.11	0.03	1
57	1	0.34	0.53	1
37	1	0.26	0.5	1
47	0	0.25	0.31	1
56	0	0.11	0.02	1
40	0	0.21	0.19	1
55	0	0.05	0.18	1
1	48	0.72	0.45	1
55	0	0.25	0.26	1
44	0	0.29	0.18	1
30	1	0.75	0.55	1
34	0	0.11	0.31	1
55	0	0.03	0.03	1
59	0	0.42	0.22	1
0	52	0.88	0.84	1
43	0	0.24	0.06	1
42	0	0.05	0.17	1
41	1	0.74	0.91	1
54	0	0.7	0.95	1
48	1	0.52	0.7	1
43	0	0.17	0.19	1
41	1	0.45	0.72	1
45	0	0.15	0.38	1
53	1	0.33	0.49	1
1	50	0.49	0.37	1
0	46	0.98	0.86	1
55	0	0.07	0.06	1
44	0	0.05	0.08	1
0	44	0.26	0.01	1
35	0	0.1	0.01	1
0	63	0.34	0.05	1
39	0	0.07	0.18	1
49	0	0.09	0.03	1
45	0	0.25	0.34	1
25	27	0.38	0.33	1
70	0	0.97	0.63	1
43	0	0.03	0.13	1
80	0	0.02	0.05	1
60	0	0.01	0.18	1
32	0	0.33	0.72	1
66	0	0.12	0.33	1
46	0	0.09	0.03	1
0	71	0.21	0.17	1
51	0	0.03	0.51	1
59	1	0.39	0.46	1
37	0	0.05	0.17	1
42	0	0.15	0.04	1
37	27	0.96	0.93	1
45	0	0.01	0.13	1
61	1	0.21	0.17	1
52	0	0.95	0.8	1
48	1	0.01	0.08	1
33	0	0.23	0.65	1
3	49	0.04	0.01	1
51	0	0.18	0.1	1
0	28	0.31	0.54	1
62	0	0.24	0.34	1
75	1	0.49	0.34	1
45	0	0.32	0.53	1
76	0	0.25	0.38	1
0	64	0.12	0.55	1
57	1	0.29	0.1	1
40	0	0.27	0.21	1
48	0	0.23	0.21	1
32	0	0.2	0.11	1
51	0	0.11	0.02	1
56	0	0.78	0.8	1
35	0	0.29	0.09	1
40	0	0.12	0.02	1
43	1	0.54	0.68	1
1	40	0.66	0.25	1
43	0	0.43	0.29	1
39	0	0.16	0.38	1
44	0	0.78	0.89	1
67	0	0.32	0.45	1
38	0	0.08	0.01	1
42	0	0.15	0.25	1
0	45	0.4	0.19	1
36	0	0.09	0.06	1
55	0	0.41	0.66	1
46	0	0.07	0.04	1
0	60	0.33	0.41	1
45	0	0.06	0.48	1
58	0	0.05	0.22	1
0	41	0.65	0.98	1
59	0	0.05	0.12	1
35	0	0.01	0.05	1
52	0	0.02	0.09	1
52	0	0.66	0.87	1
0	36	0.08	0.08	1
38	0	0.02	0.26	1
54	0	0.85	0.86	1
40	0	0.31	0.41	1
52	1	0.22	0.01	1
51	2	0.14	0.46	1
38	0	0.08	0.33	1
46	0	0.05	0.02	1
49	0	0.3	0.16	1
0	54	0.7	0.98	1
38	0	0.19	0.02	1
0	62	0.96	0.57	1
49	0	0.12	0.26	1
2	57	0.88	0.93	1
42	1	0.77	0.86	1
39	0	0.11	0.31	1
52	0	0.05	0.02	1
47	1	0.08	0.21	1
60	0	0.15	0.12	1
42	0	0.59	0.31	1
61	0	0.07	0.27	1
74	0	0.22	0.42	1
48	0	0.11	0.15	1
47	1	0.29	0.49	1
29	3	0.57	0.84	1
40	1	0.81	0.44	1
39	0	0.02	0.03	2
36	0	0.04	0.02	1
59	0	0.27	0.86	1
36	0	0.09	0.25	1
59	0	0.25	0.17	1
61	0	0.33	0.44	1
27	1	0.09	0.11	1
46	0	0.36	0.75	1
44	1	0.33	0.79	1
46	0	0.2	0.26	1
50	0	0.34	0.65	1
22	10	0.09	0.01	1
40	1	0.12	0.27	1
0	51	0.66	0.86	1
40	0	0.39	0.85	1
32	1	0.02	0.25	1
35	0	0.1	0.19	1
44	0	0.44	0.23	1
45	0	0.15	0.09	1
54	0	0.06	0.09	1
41	0	0.08	0.57	1
0	25	0.21	0.29	1
51	0	0.05	0.01	1
0	59	0.01	0.2	1
29	0	0.04	0.03	1
73	1	0.3	0.56	1
0	63	0.31	0.01	1
60	0	0.03	0.22	1
1	47	0.24	0.02	1
47	0	0.99	0.99	1
56	0	0.01	0.06	1
68	0	0.36	0.18	1
34	0	0.46	0.39	1
1	51	0.93	0.8	1
52	0	0.25	0.47	1
0	45	0.68	0.79	1
45	0	0.12	0.06	1
2	33	0.01	0.1	1
60	0	0.46	0.41	1
43	0	0.61	0.79	1
42	0	0.08	0.04	1
36	0	0.01	0.06	1
44	0	0.04	0.01	1
40	0	0.03	0.29	1
1	59	0.23	0.13	1
48	0	0.01	0.05	1
0	44	0.38	0.05	1
30	0	0.06	0.04	1
39	0	0.7	0.91	1
62	0	0.45	0.35	1
41	0	0.24	0.17	1
0	52	0.34	0.5	1
50	0	0.01	0.08	1
1	46	0.21	0.25	1
59	0	0.93	0.95	1
42	0	0.28	0.21	1
50	0	0.31	0.64	1
46	4	0.01	0.23	1
1	59	0.21	0.37	1
49	0	0.32	0.59	1
56	0	0.04	0.32	1
83	0	0.11	0.25	1
68	0	0.21	0.01	1
44	0	0.08	0.09	1
58	0	0.21	0.3	1
44	0	0.17	0.03	1
55	0	0.07	0.06	2
22	23	0.05	0.22	1
35	3	0.05	0.07	1
53	0	0.07	0.23	1
43	1	0.6	0.75	1
0	42	0.69	0.83	1
0	45	0.65	0.76	1
48	0	0.68	0.97	1
45	2	0.91	0.93	1
0	50	0.43	0.65	2
32	0	0.62	0.65	1
47	0	0.16	0.19	1
52	0	0.59	0.25	1
33	0	0.79	0.58	1
51	0	0.01	0.02	1
29	0	0.12	0.01	1
41	0	0.56	0.86	1
48	0	0.02	0.03	1
26	1	0.02	0.2	1
39	0	0.01	0.15	1
45	0	0.19	0.49	1
43	0	0.07	0.05	1
41	2	0.13	0.19	1
36	1	0.16	0.11	1
46	0	0.06	0.06	1
40	0	0.13	0.37	1
62	1	0.02	0.29	1
38	0	0.38	0.39	1
45	0	0.06	0.05	1
0	48	0.02	0.04	1
1	56	0.35	0.5	1
47	0	0.04	0.03	1
37	0	0.07	0.55	1
51	0	0.31	0.54	1
30	0	0.07	0.15	1
49	1	0.1	0.03	1
93	0	0.14	0.1	1
14	0	0.3	0.46	1
54	0	0.03	0.03	1
41	0	0.5	0.21	1
53	0	0.44	0.47	1
0	50	0.1	0.05	1
39	0	0.25	0.04	1
42	0	0.01	0.01	1
43	0	0.08	0.06	1
62	0	0.73	0.17	1
1	45	0.56	0.4	1
24	0	0.67	0.69	1
43	0	0.25	0.12	1
55	0	0.2	0.75	1
53	0	0.03	0.01	1
49	1	0.09	0.58	1
35	0	0.01	0.16	1
51	0	0.55	0.46	1
34	2	0.06	0.15	1
31	0	0.13	0.28	1
58	0	0.27	0.04	1
55	0	0.12	0.31	1
0	42	0.52	0.87	1
48	1	0.01	0.03	1
37	0	0.24	0.21	1
31	1	0.1	0.04	1
36	0	0.54	0.11	1
0	37	0.88	0.76	1
29	3	0.17	0.25	1
58	1	0.02	0.28	1
38	0	0.91	0.88	1
0	45	0.52	0.43	1
39	0	0.01	0.08	1
39	0	0.59	0.3	1
45	0	0.4	0.33	1
0	58	0.54	0.42	1
1	53	0.85	0.97	1
46	1	0.2	0.24	1
47	1	0.1	0.12	1
35	0	0.21	0.41	1
35	0	0.01	0.05	1
34	0	0.56	0.36	1
64	1	0.13	0.22	1
41	0	0.04	0.16	1
33	2	0.98	0.95	1
58	0	0.04	0.13	1
51	3	0.01	0.01	1
44	0	0.03	0.32	1
46	0	0.02	0.11	1
20	15	0.01	0.2	1
52	0	0.01	0.07	1
44	0	0.24	0.02	1
44	1	0.3	0.02	1
19	19	0.37	0.65	1
41	1	0.25	0.43	1
50	0	0.28	0.08	1
29	0	0.01	0.18	1
55	0	0.18	0.14	1
38	0	0.03	0.01	1
56	0	0.02	0.03	1
0	46	0.28	0.64	1
39	0	0.15	0.47	1
0	64	0.67	0.56	1
52	0	0.05	0.05	1
47	0	0.03	0.08	1
0	45	0.37	0.69	1
37	0	0.33	0.86	1
0	36	0.2	0.18	1
0	46	0.03	0.01	1
59	0	0.23	0.12	1
66	0	0.44	0.24	1
0	51	0.17	0.01	1
45	0	0.04	0.43	1
0	40	0.09	0.12	1
50	0	0.07	0.15	1
0	39	0.53	0.51	1
37	0	0.16	0.25	1
57	0	0.65	0.71	1
39	0	0.53	0.6	1
61	0	0.02	0.37	1
38	0	0.19	0.05	1
56	2	0.01	0.02	1
30	0	0.15	0.01	1
64	0	0.16	0.48	1
39	0	0.4	0.34	1
39	0	0.25	0.46	1
42	0	0.03	0.06	1
39	0	0.06	0.06	1
54	0	0.11	0.03	1
42	0	0.1	0.16	1
57	0	0.29	0.4	1
45	1	0.06	0.34	1
34	0	0.05	0.08	1
41	1	0.1	0.35	1
38	1	0.81	0.8	1
55	0	0.07	0.01	1
35	0	0.27	0.1	1
59	0	0.58	0.34	1
43	0	0.74	0.36	1
42	0	0.57	0.2	1
37	0	0.01	0.08	1
69	0	0.47	0.62	1
38	0	0.42	0.58	1
43	0	0.16	0.25	1
0	48	0.61	0.06	1
52	0	0.19	0.38	1
0	44	0.11	0.06	1
49	0	0.03	0.26	1
53	0	0.46	0.11	1
63	0	0.07	0.04	1
0	41	0.81	0.91	1
33	2	0.36	0.67	1
43	0	0.05	0.24	1
26	27	0.88	0.75	1
0	39	0.01	0.09	1
57	0	0.08	0.02	1
32	0	0.07	0.07	1
45	0	0.05	0.29	1
52	0	0.29	0.25	1
0	50	0.05	0.02	1
37	0	0.64	0.45	1
46	2	0.13	0.01	1
42	0	0.52	0.29	1
32	0	0.47	0.78	1
55	0	0.07	0.03	1
42	0	0.07	0.04	1
50	1	0.24	0.33	1
46	1	0.06	0.14	1
34	2	0.49	0.41	1
38	0	0.19	0.25	1
51	0	0.43	0.29	1
29	0	0.35	0.7	1
33	0	0.71	0.35	1
0	23	0.64	0.67	1
49	2	0.16	0.36	1
55	1	0.02	0.13	1
0	55	0.06	0.11	1
69	1	0.09	0.35	1
1	50	0.17	0.25	1
41	0	0.24	0.21	1
37	0	0.22	0.1	1
39	1	0.49	0.44	1
51	1	0.26	0.55	1
45	0	0.13	0.6	1
0	45	0.7	0.74	1
40	0	0.34	0.39	1
0	52	0.43	0.19	1
31	0	0.01	0.01	1
47	0	0.61	0.3	1
59	0	0.06	0.01	1
43	0	0.11	0.16	1
47	1	0.9	0.92	1
52	0	0.07	0.04	1
51	0	0.1	0.21	1
60	1	0.14	0.37	1
41	0	0.08	0.04	1
42	0	0.01	0.04	1
45	0	0.25	0.08	1
38	0	0.42	0.32	1
46	0	0.26	0.34	1
49	0	0.16	0.66	1
56	0	0.06	0.03	1
37	0	0.37	0.67	1
1	62	0.58	0.73	1
44	0	0.75	0.87	1
53	0	0.28	0.06	1
36	0	0.58	0.63	1
43	0	0.1	0.05	1
61	0	0.08	0.06	1
1	42	0.35	0.7	1
0	33	0.13	0.13	1
0	41	0.25	0.01	1
52	0	0.09	0.01	1
0	47	0.02	0.07	1
0	52	0.23	0.17	1
51	1	0.1	0.11	1
40	0	0.07	0.12	1
51	0	0.41	0.38	1
44	0	0.01	0.11	1
39	1	0.15	0.43	1
